id,value
Product_Title.Suave Pro.one_Purchased_Title.Suave Pro,1
Product_Title.Suave Pro.one_Purchased_Title.Suave Shi,1
Product_Title.Suave Pro.one_Purchased_Title.The Knott,1
Product_Title.Suave Pro.three_Purchased_Title,
Product_Title.Suave Pro.three_Purchased_Title.Angel Sof,1
Product_Title.Suave Pro.three_Purchased_Title.Baby Dove,1
Product_Title.Suave Pro.three_Purchased_Title.CLIF BAR ,1
Product_Title.Suave Pro.three_Purchased_Title.CVA BPI P,1
Product_Title.Suave Pro.three_Purchased_Title.Carnation,1
Product_Title.Suave Pro.three_Purchased_Title.Crimini B,1
Product_Title.Suave Pro.three_Purchased_Title.Cucumber ,1
Product_Title.Suave Pro.three_Purchased_Title.Dial for ,1
Product_Title.Suave Pro.three_Purchased_Title.Enforcing,1
Product_Title.Suave Pro.three_Purchased_Title.Glass Hou,1
Product_Title.Suave Pro.three_Purchased_Title.Hanes Wom,1
Product_Title.Suave Pro.three_Purchased_Title.Harry Pot,1
Product_Title.Suave Pro.three_Purchased_Title.Head and ,1
Product_Title.Suave Pro.three_Purchased_Title.Kelloggs ,1
Product_Title.Suave Pro.three_Purchased_Title.LOreal Pa,1
Product_Title.Suave Pro.three_Purchased_Title.Lever 200,1
Product_Title.Suave Pro.three_Purchased_Title.Mr Coffee,1
Product_Title.Suave Pro.three_Purchased_Title.Mrs Meyer,1
Product_Title.Suave Pro.three_Purchased_Title.OGX Condi,1
Product_Title.Suave Pro.three_Purchased_Title.Olay ProX,1
Product_Title.Suave Pro.three_Purchased_Title.OralB Pro,1
Product_Title.Suave Pro.three_Purchased_Title.Pepsi Bot,1
Product_Title.Suave Pro.three_Purchased_Title.Purina ON,1
Product_Title.Suave Pro.three_Purchased_Title.Qtips Cot,1
Product_Title.Suave Pro.three_Purchased_Title.ReaLemon ,1
Product_Title.Suave Pro.three_Purchased_Title.Reef Wome,1
Product_Title.Suave Pro.three_Purchased_Title.Russet Po,1
Product_Title.Suave Pro.three_Purchased_Title.Satco S32,1
Product_Title.Suave Pro.three_Purchased_Title.Sparkle P,1
Product_Title.Suave Pro.three_Purchased_Title.Strawberr,1
Product_Title.Suave Pro.three_Purchased_Title.Suave Ess,1
Product_Title.Suave Pro.three_Purchased_Title.Suave Kid,1
Product_Title.Suave Pro.three_Purchased_Title.Suave Pro,1
Product_Title.Suave Pro.three_Purchased_Title.The First,1
Product_Title.Suave Pro.three_Purchased_Title.Tradition,1
Product_Title.Suave Pro.three_Purchased_Title.Wardley B,1
Product_Title.Suave Pro.three_Purchased_Title.nan,1
Product_Title.Suave Pro.two_Purchased_Title,
Product_Title.Suave Pro.two_Purchased_Title.Angel Sof,1
Product_Title.Suave Pro.two_Purchased_Title.Arnold Se,1
Product_Title.Suave Pro.two_Purchased_Title.Bananas  ,1
Product_Title.Suave Pro.two_Purchased_Title.Blue Diam,1
Product_Title.Suave Pro.two_Purchased_Title.Bumble Be,1
Product_Title.Suave Pro.two_Purchased_Title.CK Produc,1
Product_Title.Suave Pro.two_Purchased_Title.CLIF BAR ,1
Product_Title.Suave Pro.two_Purchased_Title.CVA Barre,1
Product_Title.Suave Pro.two_Purchased_Title.Cascade C,1
Product_Title.Suave Pro.two_Purchased_Title.Color Wor,1
Product_Title.Suave Pro.two_Purchased_Title.Cremo Ori,1
Product_Title.Suave Pro.two_Purchased_Title.Crest 3D ,1
Product_Title.Suave Pro.two_Purchased_Title.Cucumber ,1
Product_Title.Suave Pro.two_Purchased_Title.Dial Anti,1
Product_Title.Suave Pro.two_Purchased_Title.Dove Refr,1
Product_Title.Suave Pro.two_Purchased_Title.Funko Pop,1
Product_Title.Suave Pro.two_Purchased_Title.Herbal Es,1
Product_Title.Suave Pro.two_Purchased_Title.Hidden Va,1
Product_Title.Suave Pro.two_Purchased_Title.How to Us,1
Product_Title.Suave Pro.two_Purchased_Title.Luvs Ultr,1
Product_Title.Suave Pro.two_Purchased_Title.MTD Genui,1
Product_Title.Suave Pro.two_Purchased_Title.Maybellin,1
Product_Title.Suave Pro.two_Purchased_Title.Mrs Meyer,1
Product_Title.Suave Pro.two_Purchased_Title.My Quotab,1
Product_Title.Suave Pro.two_Purchased_Title.Old Spice,1
Product_Title.Suave Pro.two_Purchased_Title.Palmolive,1
Product_Title.Suave Pro.two_Purchased_Title.Qtips Cot,1
Product_Title.Suave Pro.two_Purchased_Title.Red Raspb,1
Product_Title.Suave Pro.two_Purchased_Title.Reef Wome,1
Product_Title.Suave Pro.two_Purchased_Title.Smuckers ,1
Product_Title.Suave Pro.two_Purchased_Title.Sparkle P,1
Product_Title.Suave Pro.two_Purchased_Title.Suave Ess,1
Product_Title.Suave Pro.two_Purchased_Title.Suave Pro,1
Product_Title.Suave Pro.two_Purchased_Title.The First,1
Product_Title.Suave Pro.two_Purchased_Title.The Great,1
Product_Title.Suave Pro.two_Purchased_Title.True Root,1
Product_Title.Suave Pro.two_Purchased_Title.nan,1
Product_Title.Suave Shi,
Product_Title.Suave Shi.one_Purchased_Title,
Product_Title.Suave Shi.one_Purchased_Title.Angel Sof,1
Product_Title.Suave Shi.three_Purchased_Title,
Product_Title.Suave Shi.three_Purchased_Title.Qtips Cot,1
Product_Title.Suave Shi.two_Purchased_Title,
Product_Title.Suave Shi.two_Purchased_Title.Quilted N,1
Product_Title.Suave Ski,
Product_Title.Suave Ski.one_Purchased_Title,
Product_Title.Suave Ski.one_Purchased_Title.Avery Aci,1
Product_Title.Suave Ski.one_Purchased_Title.Bananas  ,1
Product_Title.Suave Ski.one_Purchased_Title.Cafe Esca,1
Product_Title.Suave Ski.one_Purchased_Title.MiracleGr,1
Product_Title.Suave Ski.one_Purchased_Title.Purina AL,1
Product_Title.Suave Ski.one_Purchased_Title.Secret Or,1
Product_Title.Suave Ski.one_Purchased_Title.Sexy Hair,1
Product_Title.Suave Ski.three_Purchased_Title,
Product_Title.Suave Ski.three_Purchased_Title.Blue Dog ,1
Product_Title.Suave Ski.three_Purchased_Title.Dixie Ult,1
Product_Title.Suave Ski.three_Purchased_Title.Gillette ,1
Product_Title.Suave Ski.three_Purchased_Title.Green Bel,1
Product_Title.Suave Ski.three_Purchased_Title.Johnsons ,1
Product_Title.Suave Ski.three_Purchased_Title.Knorr Pas,1
Product_Title.Suave Ski.three_Purchased_Title.Tetra Tet,1
Product_Title.Suave Ski.three_Purchased_Title.nan,1
Product_Title.Suave Ski.two_Purchased_Title,
Product_Title.Suave Ski.two_Purchased_Title.Carlisle ,1
Product_Title.Suave Ski.two_Purchased_Title.Chinet 10,1
Product_Title.Suave Ski.two_Purchased_Title.Dasani DR,1
Product_Title.Suave Ski.two_Purchased_Title.Freshburs,1
Product_Title.Suave Ski.two_Purchased_Title.Gerber Or,1
Product_Title.Suave Ski.two_Purchased_Title.Lemon  On,1
Product_Title.Suave Ski.two_Purchased_Title.SentrySaf,1
Product_Title.Suave Ski.two_Purchased_Title.nan,1
Product_Title.Suave for,
Product_Title.Suave for.one_Purchased_Title,
Product_Title.Suave for.one_Purchased_Title.Chi Infra,1
Product_Title.Suave for.one_Purchased_Title.Quilted N,1
Product_Title.Suave for.three_Purchased_Title,
Product_Title.Suave for.three_Purchased_Title.Hortense ,1
Product_Title.Suave for.three_Purchased_Title.Suave Men,1
Product_Title.Suave for.two_Purchased_Title,
Product_Title.Suave for.two_Purchased_Title.Bananas  ,1
Product_Title.Suave for.two_Purchased_Title.Buffalo W,1
Product_Title.TRESemme ,
Product_Title.TRESemme .one_Purchased_Title,
Product_Title.TRESemme .one_Purchased_Title.Almay Int,1
Product_Title.TRESemme .one_Purchased_Title.American ,1
Product_Title.TRESemme .one_Purchased_Title.Atkins Sn,1
Product_Title.TRESemme .one_Purchased_Title.Aussie 3 ,1
Product_Title.TRESemme .one_Purchased_Title.Aztec Sec,1
Product_Title.TRESemme .one_Purchased_Title.Bananas  ,1
Product_Title.TRESemme .one_Purchased_Title.Blue Cora,1
Product_Title.TRESemme .one_Purchased_Title.Cantu She,1
Product_Title.TRESemme .one_Purchased_Title.Cascade C,1
Product_Title.TRESemme .one_Purchased_Title.Crest Com,1
Product_Title.TRESemme .one_Purchased_Title.DERMA E H,1
Product_Title.TRESemme .one_Purchased_Title.DEWALT DW,1
Product_Title.TRESemme .one_Purchased_Title.Dr Elseys,1
Product_Title.TRESemme .one_Purchased_Title.Enemy of ,1
Product_Title.TRESemme .one_Purchased_Title.Go Cat Ca,1
Product_Title.TRESemme .one_Purchased_Title.Grey Poup,1
Product_Title.TRESemme .one_Purchased_Title.HSI Profe,1
Product_Title.TRESemme .one_Purchased_Title.Kitchen B,1
Product_Title.TRESemme .one_Purchased_Title.Meow Mix ,1
Product_Title.TRESemme .one_Purchased_Title.Milani Co,1
Product_Title.TRESemme .one_Purchased_Title.One n Onl,1
Product_Title.TRESemme .one_Purchased_Title.OralB 3D ,1
Product_Title.TRESemme .one_Purchased_Title.Organic V,1
Product_Title.TRESemme .one_Purchased_Title.Qtips Cot,1
Product_Title.TRESemme .one_Purchased_Title.Sexy Hair,1
Product_Title.TRESemme .one_Purchased_Title.Stuart Li,1
Product_Title.TRESemme .one_Purchased_Title.TRESemme ,1
Product_Title.TRESemme .one_Purchased_Title.The Surre,1
Product_Title.TRESemme .one_Purchased_Title.Tovolo Ea,1
Product_Title.TRESemme .one_Purchased_Title.Tresemme ,1
Product_Title.TRESemme .three_Purchased_Title,
Product_Title.TRESemme .three_Purchased_Title.Amazon Br,1
Product_Title.TRESemme .three_Purchased_Title.Angel Sof,1
Product_Title.TRESemme .three_Purchased_Title.BSMALLTM ,1
Product_Title.TRESemme .three_Purchased_Title.BufPuf Re,1
Product_Title.TRESemme .three_Purchased_Title.Cantu Arg,1
Product_Title.TRESemme .three_Purchased_Title.CeraVe Da,1
Product_Title.TRESemme .three_Purchased_Title.CheezIt B,1
Product_Title.TRESemme .three_Purchased_Title.Crest Sco,1
Product_Title.TRESemme .three_Purchased_Title.Dial Anti,1
Product_Title.TRESemme .three_Purchased_Title.Fundament,1
Product_Title.TRESemme .three_Purchased_Title.Harney & ,1
Product_Title.TRESemme .three_Purchased_Title.Heinz Tom,1
Product_Title.TRESemme .three_Purchased_Title.Joico Bod,1
Product_Title.TRESemme .three_Purchased_Title.Keune Des,1
Product_Title.TRESemme .three_Purchased_Title.Lysol Dis,1
Product_Title.TRESemme .three_Purchased_Title.Maybellin,1
Product_Title.TRESemme .three_Purchased_Title.McCormick,1
Product_Title.TRESemme .three_Purchased_Title.Muscle Mi,1
Product_Title.TRESemme .three_Purchased_Title.NIVEA Men,1
Product_Title.TRESemme .three_Purchased_Title.NIVEA Sun,1
Product_Title.TRESemme .three_Purchased_Title.Nads Hypo,1
Product_Title.TRESemme .three_Purchased_Title.Organic L,1
Product_Title.TRESemme .three_Purchased_Title.Pippi Lon,1
Product_Title.TRESemme .three_Purchased_Title.Playtex G,1
Product_Title.TRESemme .three_Purchased_Title.Qtips Cot,1
Product_Title.TRESemme .three_Purchased_Title.Quaker Ch,1
Product_Title.TRESemme .three_Purchased_Title.Quilted N,1
Product_Title.TRESemme .three_Purchased_Title.Reynolds ,1
Product_Title.TRESemme .three_Purchased_Title.Sparkle P,1
Product_Title.TRESemme .three_Purchased_Title.Suave Ess,1
Product_Title.TRESemme .three_Purchased_Title.Suave Men,1
Product_Title.TRESemme .three_Purchased_Title.TRESemme ,1
Product_Title.TRESemme .three_Purchased_Title.The Anato,1
Product_Title.TRESemme .three_Purchased_Title.Tide Orig,1
Product_Title.TRESemme .three_Purchased_Title.Tide PODS,1
Product_Title.TRESemme .three_Purchased_Title.nan,1
Product_Title.TRESemme .two_Purchased_Title,
Product_Title.TRESemme .two_Purchased_Title.101 Famou,1
Product_Title.TRESemme .two_Purchased_Title.3M 06064 ,1
Product_Title.TRESemme .two_Purchased_Title.Atkins Sn,1
Product_Title.TRESemme .two_Purchased_Title.BandAid B,1
Product_Title.TRESemme .two_Purchased_Title.Bounty Pa,1
Product_Title.TRESemme .two_Purchased_Title.CHI Infra,1
Product_Title.TRESemme .two_Purchased_Title.Cantu Sul,1
Product_Title.TRESemme .two_Purchased_Title.Clorox Di,1
Product_Title.TRESemme .two_Purchased_Title.ColorBox ,1
Product_Title.TRESemme .two_Purchased_Title.Degree Dr,1
Product_Title.TRESemme .two_Purchased_Title.Dixie Ult,1
Product_Title.TRESemme .two_Purchased_Title.Dixon Tic,1
Product_Title.TRESemme .two_Purchased_Title.Gillette ,1
Product_Title.TRESemme .two_Purchased_Title.HSI Profe,1
Product_Title.TRESemme .two_Purchased_Title.Hidden Va,1
Product_Title.TRESemme .two_Purchased_Title.Kraft Mac,1
Product_Title.TRESemme .two_Purchased_Title.Lucky Cha,1
Product_Title.TRESemme .two_Purchased_Title.Miss Jess,1
Product_Title.TRESemme .two_Purchased_Title.Mission  ,1
Product_Title.TRESemme .two_Purchased_Title.National ,1
Product_Title.TRESemme .two_Purchased_Title.OGX Shamp,1
Product_Title.TRESemme .two_Purchased_Title.Organic G,1
Product_Title.TRESemme .two_Purchased_Title.Philips A,1
Product_Title.TRESemme .two_Purchased_Title.Pipedream,1
Product_Title.TRESemme .two_Purchased_Title.PopTarts ,1
Product_Title.TRESemme .two_Purchased_Title.Purina ON,1
Product_Title.TRESemme .two_Purchased_Title.Qtips Cot,1
Product_Title.TRESemme .two_Purchased_Title.Quilted N,1
Product_Title.TRESemme .two_Purchased_Title.Reach Min,1
Product_Title.TRESemme .two_Purchased_Title.Sharpie M,1
Product_Title.TRESemme .two_Purchased_Title.Simplicit,1
Product_Title.TRESemme .two_Purchased_Title.Sparkle P,1
Product_Title.TRESemme .two_Purchased_Title.Starbucks,1
Product_Title.TRESemme .two_Purchased_Title.Storex Sm,1
Product_Title.TRESemme .two_Purchased_Title.TRESemme ,1
Product_Title.TRESemme .two_Purchased_Title.The Secre,1
Product_Title.TRESemme .two_Purchased_Title.Tide Orig,1
Product_Title.TRESemme .two_Purchased_Title.Twinlab D,1
Product_Title.TRESemme .two_Purchased_Title.nan,1
Product_Title.Tresemme ,
Product_Title.Tresemme .one_Purchased_Title,
Product_Title.Tresemme .one_Purchased_Title.Before We,1
Product_Title.Tresemme .one_Purchased_Title.Biore Dee,1
Product_Title.Tresemme .one_Purchased_Title.Redefinin,1
Product_Title.Tresemme .one_Purchased_Title.RustOleum,1
Product_Title.Tresemme .one_Purchased_Title.Softsoap ,1
Product_Title.Tresemme .one_Purchased_Title.TRESemme ,1
Product_Title.Tresemme .one_Purchased_Title.Tresemme ,1
Product_Title.Tresemme .three_Purchased_Title,
Product_Title.Tresemme .three_Purchased_Title.Diane Hai,1
Product_Title.Tresemme .three_Purchased_Title.Finish Je,1
Product_Title.Tresemme .three_Purchased_Title.John Frie,1
Product_Title.Tresemme .three_Purchased_Title.Sharpie 2,1
Product_Title.Tresemme .three_Purchased_Title.TRESemme ,1
Product_Title.Tresemme .three_Purchased_Title.nan,1
Product_Title.Tresemme .two_Purchased_Title,
Product_Title.Tresemme .two_Purchased_Title.Aveda  Be,1
Product_Title.Tresemme .two_Purchased_Title.Caress Bo,1
Product_Title.Tresemme .two_Purchased_Title.Glad Zipp,1
Product_Title.Tresemme .two_Purchased_Title.Infiniti ,1
Product_Title.Tresemme .two_Purchased_Title.SlideCo 1,1
Product_Title.Tresemme .two_Purchased_Title.Vets Best,1
Product_Title.Tresemme .two_Purchased_Title.nan,1
Product_Title.Unilever ,
Product_Title.Unilever .one_Purchased_Title,
Product_Title.Unilever .one_Purchased_Title.Newmans O,1
Product_Title.Unilever .three_Purchased_Title,
Product_Title.Unilever .three_Purchased_Title.Taco Bell,1
Product_Title.Unilever .two_Purchased_Title,
Product_Title.Unilever .two_Purchased_Title.Totinos  ,1
Product_Title.Vaseline ,
Product_Title.Vaseline .one_Purchased_Title,
Product_Title.Vaseline .one_Purchased_Title.AmazonBas,1
Product_Title.Vaseline .one_Purchased_Title.American ,1
Product_Title.Vaseline .one_Purchased_Title.Aquaphor ,1
Product_Title.Vaseline .one_Purchased_Title.Bananas  ,1
Product_Title.Vaseline .one_Purchased_Title.COVERGIRL,1
Product_Title.Vaseline .one_Purchased_Title.Clorox Co,1
Product_Title.Vaseline .one_Purchased_Title.Dove Body,1
Product_Title.Vaseline .one_Purchased_Title.Freshburs,1
Product_Title.Vaseline .one_Purchased_Title.Garden of,1
Product_Title.Vaseline .one_Purchased_Title.Growstone,1
Product_Title.Vaseline .one_Purchased_Title.Johnsons ,1
Product_Title.Vaseline .one_Purchased_Title.KAVU Wome,1
Product_Title.Vaseline .one_Purchased_Title.LUNA BAR ,1
Product_Title.Vaseline .one_Purchased_Title.Manwich O,1
Product_Title.Vaseline .one_Purchased_Title.NIV  Bibl,1
Product_Title.Vaseline .one_Purchased_Title.OGX  Rene,1
Product_Title.Vaseline .one_Purchased_Title.Olay Quen,1
Product_Title.Vaseline .one_Purchased_Title.Olay Rege,1
Product_Title.Vaseline .one_Purchased_Title.Playtex W,1
Product_Title.Vaseline .one_Purchased_Title.Qtips Cot,1
Product_Title.Vaseline .one_Purchased_Title.Vaseline ,1
Product_Title.Vaseline .one_Purchased_Title.Where Is ,1
Product_Title.Vaseline .three_Purchased_Title,
Product_Title.Vaseline .three_Purchased_Title.Amazon Br,1
Product_Title.Vaseline .three_Purchased_Title.Arabella ,1
Product_Title.Vaseline .three_Purchased_Title.Burts Bee,1
Product_Title.Vaseline .three_Purchased_Title.CeraVe Da,1
Product_Title.Vaseline .three_Purchased_Title.Clorox Di,1
Product_Title.Vaseline .three_Purchased_Title.Crest Com,1
Product_Title.Vaseline .three_Purchased_Title.Embryolis,1
Product_Title.Vaseline .three_Purchased_Title.Grey Poup,1
Product_Title.Vaseline .three_Purchased_Title.Head and ,1
Product_Title.Vaseline .three_Purchased_Title.JellO Ras,1
Product_Title.Vaseline .three_Purchased_Title.Jellycat ,1
Product_Title.Vaseline .three_Purchased_Title.Jim Crame,1
Product_Title.Vaseline .three_Purchased_Title.Lysol Dis,1
Product_Title.Vaseline .three_Purchased_Title.Mrs Meyer,1
Product_Title.Vaseline .three_Purchased_Title.My Bucket,1
Product_Title.Vaseline .three_Purchased_Title.NYX PROFE,1
Product_Title.Vaseline .three_Purchased_Title.Organic B,1
Product_Title.Vaseline .three_Purchased_Title.Organic G,1
Product_Title.Vaseline .three_Purchased_Title.Organic L,1
Product_Title.Vaseline .three_Purchased_Title.Palladio ,1
Product_Title.Vaseline .three_Purchased_Title.Quilted N,1
Product_Title.Vaseline .three_Purchased_Title.Scholasti,1
Product_Title.Vaseline .three_Purchased_Title.Small Gre,1
Product_Title.Vaseline .three_Purchased_Title.The Engli,1
Product_Title.Vaseline .three_Purchased_Title.Vaseline ,1
Product_Title.Vaseline .three_Purchased_Title.nan,1
Product_Title.Vaseline .two_Purchased_Title,
Product_Title.Vaseline .two_Purchased_Title.AmazonBas,1
Product_Title.Vaseline .two_Purchased_Title.Aveeno Ac,1
Product_Title.Vaseline .two_Purchased_Title.CLIF BAR ,1
Product_Title.Vaseline .two_Purchased_Title.Colgate E,1
Product_Title.Vaseline .two_Purchased_Title.Coty Airs,1
Product_Title.Vaseline .two_Purchased_Title.Crest 3D ,1
Product_Title.Vaseline .two_Purchased_Title.Crest Com,1
Product_Title.Vaseline .two_Purchased_Title.Dove Body,1
Product_Title.Vaseline .two_Purchased_Title.Everflow ,1
Product_Title.Vaseline .two_Purchased_Title.Gillette ,1
Product_Title.Vaseline .two_Purchased_Title.Johnsons ,1
Product_Title.Vaseline .two_Purchased_Title.Killers o,1
Product_Title.Vaseline .two_Purchased_Title.Lime  One,1
Product_Title.Vaseline .two_Purchased_Title.M&MS Pean,1
Product_Title.Vaseline .two_Purchased_Title.Maybellin,1
Product_Title.Vaseline .two_Purchased_Title.Medela Co,1
Product_Title.Vaseline .two_Purchased_Title.NUK Fashi,1
Product_Title.Vaseline .two_Purchased_Title.Organic G,1
Product_Title.Vaseline .two_Purchased_Title.Organic R,1
Product_Title.Vaseline .two_Purchased_Title.Palladio ,1
Product_Title.Vaseline .two_Purchased_Title.Qtips Cot,1
Product_Title.Vaseline .two_Purchased_Title.Rice A Ro,1
Product_Title.Vaseline .two_Purchased_Title.ScotchBri,1
